Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Cuidados PLA (product.metafields.custom.cuidados_pla),Material PLA (product.metafields.custom.material),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Material (product.metafields.shopify.material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Mexico,Price / Mexico,Compare At Price / Mexico,Status
tapa-rectangular-compostables-pla,Tapa Deli rectangular compostables - PLA,"<p data-mce-fragment=""1""><strong>TAPA PARA CONTENEDOR DELI RECTANGULAR FABRICADO CON PLA</strong></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Los contenedores XICOPACK están hechos de plantas y no de petróleo. Es una diferencia que importa a los consumidores. Brindan claridad cristalina, calidad superior y durabilidad. </span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Disponibles en una amplia gama de tamaños, son la elección correcta para su negocio.</span></p>
<p><strong>MATERIAL</strong></p>
<p>Fabricado con PLA (Polylactic Acid) <br data-mce-fragment=""1""><br data-mce-fragment=""1"">El PLA está hecho de ácido láctico. El ácido láctico se obtiene a partir de la dextrosa por fermentación. La dextrosa está hecha de almidón, y el almidón se produce a partir de fuentes vegetales renovables anualmente, como el maíz. <br data-mce-fragment=""1""><br data-mce-fragment=""1"">El PLA es transparente y fuerte como el plástico a base de petróleo y se puede compostar en instalaciones municipales o industriales gestionadas activamente, que puede no estar disponible en su área. <br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><strong><span data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">CARACTERISTICAS Y BENEFICIOS</span></strong></p>
<ul>
<li><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Las fuentes vegetales para hacer vasos se renuevan anualmente</span></li>
<li><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Claro como el cristal para una visibilidad completa del producto</span></li>
<li><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Colocación y extracción de la tapa a presión resistente a las fugas</span></li>
<li>Dígales a sus clientes que se preocupa por el medio ambiente.</li>
<li><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Certificado por BPI para ser 100% compostable en instalaciones industriales.</span></li>
</ul>
<p data-mce-fragment=""1""><strong>DIMENSIONES TAPA </strong></p>
<table height=""238"" style=""width: 388px;"">
<tbody>
<tr>
<td style=""width: 100.688px;"">Capacidad</td>
<td style=""width: 80.6016px;"">Altura (cm)</td>
<td style=""width: 88.125px;"">Largo (cm)</td>
<td style=""width: 88.1953px;"">Ancho (cm)</td>
</tr>
<tr>
<td style=""width: 100.688px;"">8/12/16 oz. </td>
<td style=""width: 80.6016px; text-align: center;"">0.7<br>
</td>
<td style=""width: 88.125px; text-align: center;"">12<br>
</td>
<td style=""width: 88.1953px; text-align: center;"">5<br>
</td>
</tr>
<tr>
<td style=""width: 100.688px;"">24/32 oz.</td>
<td style=""width: 80.6016px; text-align: center;"">0.7<br>
</td>
<td style=""width: 88.125px; text-align: center;"">19<br>
</td>
<td style=""width: 88.1953px; text-align: center;"">16.5<br>
</td>
</tr>
</tbody>
</table>
<p><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 1.4em;""> </span><br></p>
<p><strong>CUIDADOS</strong></p>
<p>Rango de Temperatura: 40°F / 4° C a 105°F / 40°C<br>Mantener lejos de cualquier fuente de calor<br>Almacenar en lugares secos y lejos de los rayos del sol.<strong><br></strong></p>
<p><strong>DIMENSIONES CAJA </strong></p>
<table height=""261"" style=""width: 422px;"" data-mce-selected=""1"">
<tbody>
<tr>
<td style=""width: 80.5547px;"" data-mce-selected=""1"">Vaso<br>
</td>
<td style=""width: 64.5234px;"" data-mce-selected=""1"">Alto (cm)</td>
<td style=""width: 79.3125px;"" data-mce-selected=""1"">Ancho (cm)</td>
<td style=""width: 78.8672px;"" data-mce-selected=""1"">Largo (cm)</td>
<td style=""width: 81.8906px;"" data-mce-selected=""1"">Peso (kg)</td>
</tr>
<tr>
<td style=""width: 80.5547px;"" data-mce-selected=""1"">8/12/16 oz.<br>
</td>
<td style=""width: 64.5234px; text-align: center;"" data-mce-selected=""1"">46<br>
</td>
<td style=""width: 79.3125px; text-align: center;"" data-mce-selected=""1"">45<br>
</td>
<td style=""width: 78.8672px; text-align: center;"" data-mce-selected=""1"">39<br>
</td>
<td style=""width: 81.8906px; text-align: center;"" data-mce-selected=""1"">8<br>
</td>
</tr>
<tr>
<td style=""width: 80.5547px;"" data-mce-selected=""1"">24/32 oz.</td>
<td style=""width: 64.5234px; text-align: center;"" data-mce-selected=""1"">44<br>
</td>
<td style=""width: 79.3125px; text-align: center;"" data-mce-selected=""1"">40<br>
</td>
<td style=""width: 78.8672px; text-align: center;"" data-mce-selected=""1"">54<br>
</td>
<td style=""width: 81.8906px; text-align: center;"" data-mce-selected=""1"">9<br>
</td>
</tr>
</tbody>
</table>",xicopack,Business & Industrial > Food Service > Disposable Lids,Tapa Deli rectangular,"Comida p/llevar, Contenedores, PLA, Tapas",true,Tamaño,8/12/16 oz.,,Cantidad,900 pzs.,,,,,,200.0,shopify,deny,manual,2595.27,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/IMG_0352_8f734e2f-3c89-48a6-aef9-380573d7d458.heic?v=1668049243,1,,false,Tapa Deli rectangular compostables | Mayoreo - Xicopack,Compre Tapa Deli rectangular compostables hecho de PLA (Fécula de Maíz). Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Env...,,,,,,,,,,,,"Rango de Temperatura: 40°F / 4° C a 105°F / 40°C
Mantener lejos de cualquier fuente de calor
Almacenar en lugares secos y lejos de los rayos del sol.
","Fabricado con PLA (Polylactic Acid) 

El PLA está hecho de ácido láctico. El ácido láctico se obtiene a partir de la dextrosa por fermentación. La dextrosa está hecha de almidón, y el almidón se produce a partir de fuentes vegetales renovables anualmente, como el maíz. 

El PLA es transparente y fuerte como el plástico a base de petróleo y se puede compostar en instalaciones municipales o industriales gestionadas activamente, que puede no estar disponible en su área. ",,,,,g,,1996.00,true,,,active
tapa-rectangular-compostables-pla,,,,,,,,,8/12/16 oz.,,,100 pzs.,,,,,,200.0,shopify,deny,manual,348.92,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,221.60,,,,
tapa-rectangular-compostables-pla,,,,,,,,,24/32 oz.,,,600 pzs.,,,,,,200.0,shopify,deny,manual,2651.06,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,2039.28,,,,
tapa-rectangular-compostables-pla,,,,,,,,,24/32 oz.,,,50 pzs.,,,,,,200.0,shopify,deny,manual,267.32,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,165.70,,,,
deli-rectangular-compostables-pla,Deli rectangular compostables - PLA,"<p>Presenta tus alimentos con la máxima frescura y compromiso ambiental. Nuestros <strong>Contenedores Deli Compostables de PLA</strong> son la alternativa ecológica perfecta para ensaladas, cortes de fruta, postres y alimentos preparados que requieren una visibilidad total y un sellado seguro.</p><p>Fabricados con resina de origen vegetal, estos contenedores ofrecen la misma resistencia y claridad que el plástico convencional, pero son totalmente biodegradables en compostaje industrial. Ideales para el sector gourmet y negocios B2B en **Baja California Sur**.</p><h3>Especificaciones Técnicas:</h3><ul>
<li>
<strong>Material:</strong> PLA (Ácido Poliláctico) 100% compostable.</li>
<li>
<strong>Temperatura:</strong> Uso exclusivo para alimentos fríos (hasta 40°C).</li>
<li>
<strong>Sostenibilidad:</strong> Producto certificado BPI y libre de BPA.</li>
</ul>",xicopack,Business & Industrial > Food Service > Disposable Serveware > Disposable Serving Trays,Deli rectangular,"Comida p/llevar, Contenedores, PLA",true,Capacidad,8 oz (266 ml),,Cantidad,450 pzs.,,,,,020PLA,0.0,shopify,deny,manual,1948.34,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/IMG_0352.heic?v=1668048656,1,,false,Deli rectangular compostables | Mayoreo México - Xicopack,Compre Deli rectangular compostables hecho de PLA (Fécula de Maíz). Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a...,,,,,,,,,,,,"Rango de Temperatura: 40°F / 4° C a 105°F / 40°C
Mantener lejos de cualquier fuente de calor
Almacenar en lugares secos y lejos de los rayos del sol.
","Fabricado con PLA (Polylactic Acid) 

El PLA está hecho de ácido láctico. El ácido láctico se obtiene a partir de la dextrosa por fermentación. La dextrosa está hecha de almidón, y el almidón se produce a partir de fuentes vegetales renovables anualmente, como el maíz. 

El PLA es transparente y fuerte como el plástico a base de petróleo y se puede compostar en instalaciones municipales o industriales gestionadas activamente, que puede no estar disponible en su área. ",,,,,kg,,,true,,,active
deli-rectangular-compostables-pla,,,,,,,,,8 oz (266 ml),,,100 pzs.,,,,,020PLAP,200.0,shopify,deny,manual,523.89,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/IMG_0354.heic?v=1668048668,2,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,332.72,,,,
deli-rectangular-compostables-pla,,,,,,,,,12 oz (355 ml),,,450 pzs.,,,,,021PLA,0.0,shopify,deny,manual,2082.55,,true,true,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,,,,,
deli-rectangular-compostables-pla,,,,,,,,,12 oz (355 ml),,,100 pzs.,,,,,021PLAP,200.0,shopify,deny,manual,559.97,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,355.64,,,,
deli-rectangular-compostables-pla,,,,,,,,,16 oz (473 ml),,,450 pzs.,,,,,022PLA,0.0,shopify,deny,manual,2727.97,,true,true,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,,,,,
deli-rectangular-compostables-pla,,,,,,,,,16 oz (473 ml),,,100 pzs.,,,,,022PLAP,200.0,shopify,deny,manual,733.52,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,465.85,,,,
deli-rectangular-compostables-pla,,,,,,,,,24 oz (710 ml),,,300 pzs.,,,,,023PLA,0.0,shopify,deny,manual,2292.91,,true,true,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,,,,,
deli-rectangular-compostables-pla,,,,,,,,,24 oz (710 ml),,,100 pzs.,,,,,023PLAP,200.0,shopify,deny,manual,616.54,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,391.56,,,,
deli-rectangular-compostables-pla,,,,,,,,,32 oz (946 ml),,,300 pzs.,,,,,024PLA,0.0,shopify,deny,manual,2545.51,,true,true,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,,,,,
deli-rectangular-compostables-pla,,,,,,,,,32 oz (946 ml),,,100 pzs.,,,,,024PLAP,200.0,shopify,deny,manual,1026.69,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,g,,654.00,,,,
tapa-deli-redondo-compostables-pla,Tapa Deli redondo compostables - PLA,"<p data-mce-fragment=""1""><strong>TAPA PARA CONTENEDOR DELI REDONDO FABRICADO CON PLA</strong></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Los contenedores XICOPACK están hechos de plantas y no de petróleo. Es una diferencia que importa a los consumidores. Brindan claridad cristalina, calidad superior y durabilidad. </span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Disponibles en una amplia gama de tamaños, son la elección correcta para su negocio.</span></p>
<p><strong>MATERIAL</strong></p>
<p>Fabricado con PLA (Polylactic Acid) <br data-mce-fragment=""1""><br data-mce-fragment=""1"">El PLA está hecho de ácido láctico. El ácido láctico se obtiene a partir de la dextrosa por fermentación. La dextrosa está hecha de almidón, y el almidón se produce a partir de fuentes vegetales renovables anualmente, como el maíz. <br data-mce-fragment=""1""><br data-mce-fragment=""1"">El PLA es transparente y fuerte como el plástico a base de petróleo y se puede compostar en instalaciones municipales o industriales gestionadas activamente, que puede no estar disponible en su área. <br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><strong><span data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">CARACTERISTICAS Y BENEFICIOS</span></strong></p>
<ul>
<li><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Las fuentes vegetales para hacer vasos se renuevan anualmente</span></li>
<li><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Claro como el cristal para una visibilidad completa del producto</span></li>
<li><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Colocación y extracción de la tapa a presión resistente a las fugas</span></li>
<li>Dígales a sus clientes que se preocupa por el medio ambiente.</li>
<li><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Certificado por BPI para ser 100% compostable en instalaciones industriales.</span></li>
</ul>
<p data-mce-fragment=""1""><strong>DIMENSIONES CONTENEDOR </strong></p>
<table height=""178"" style=""width: 422px;"">
<tbody>
<tr>
<td style=""width: 111.211px;"">Capacidad</td>
<td style=""width: 78.0469px;"">Altura (cm)</td>
<td style=""width: 107.051px;"">Diámetro Superior (cm)</td>
</tr>
<tr>
<td style=""width: 111.211px;"">8/12/16/24/32 oz.</td>
<td style=""width: 78.0469px; text-align: center;"">1</td>
<td style=""width: 107.051px; text-align: center;"">12<br>
</td>
</tr>
</tbody>
</table>
<p><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 1.4em;""> </span><br></p>
<p><strong>CUIDADOS</strong></p>
<p>Rango de Temperatura: 40°F / 4° C a 105°F / 40°C<br>Mantener lejos de cualquier fuente de calor<br>Almacenar en lugares secos y lejos de los rayos del sol.<strong><br></strong></p>
<p><strong>DIMENSIONES CAJA </strong></p>
<table style=""width: 453px;"" data-mce-selected=""1"">
<tbody>
<tr style=""height: 70px;"">
<td style=""width: 122px; height: 70px;"" data-mce-selected=""1"">Vaso<br>
</td>
<td style=""width: 65.1094px; height: 70px;"" data-mce-selected=""1"">Alto (cm)</td>
<td style=""width: 80.8906px; height: 70px;"" data-mce-selected=""1"">Ancho (cm)</td>
<td style=""width: 78px; height: 70px;"" data-mce-selected=""1"">Largo (cm)</td>
<td style=""width: 64px; height: 70px;"" data-mce-selected=""1"">Peso (kg)</td>
</tr>
<tr style=""height: 67.6562px;"">
<td style=""width: 122px; height: 67.6562px;"" data-mce-selected=""1"">8/12/16/24/32 oz. </td>
<td style=""width: 65.1094px; text-align: center; height: 67.6562px;"" data-mce-selected=""1"">65<br>
</td>
<td style=""width: 80.8906px; text-align: center; height: 67.6562px;"" data-mce-selected=""1"">52<br>
</td>
<td style=""width: 78px; text-align: center; height: 67.6562px;"" data-mce-selected=""1"">32<br>
</td>
<td style=""width: 64px; text-align: center; height: 67.6562px;"" data-mce-selected=""1"">6<br>
</td>
</tr>
</tbody>
</table>",xicopack,Business & Industrial > Food Service > Disposable Lids,Tapa Deli redondo,"Comida p/llevar, Contenedores, PLA, Tapas",true,Tamaño,8/12/16/24/32,,Cantidad,50 pzs.,,,,,015PLAP,200.0,shopify,deny,manual,137.85,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/IMG_0315_c537dcfa-a149-4c86-a632-68a1cbdb864f.jpg?v=1668047694,1,,false,Tapa Deli redondo compostables | Mayoreo México - Xicopack,Compre Tapa Deli redondo compostables hecho de PLA (Fécula de Maíz). Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos ...,,,,,,,,,,,,"Rango de Temperatura: 40°F / 4° C a 105°F / 40°C
Mantener lejos de cualquier fuente de calor
Almacenar en lugares secos y lejos de los rayos del sol.
","Fabricado con PLA (Polylactic Acid) 

El PLA está hecho de ácido láctico. El ácido láctico se obtiene a partir de la dextrosa por fermentación. La dextrosa está hecha de almidón, y el almidón se produce a partir de fuentes vegetales renovables anualmente, como el maíz. 

El PLA es transparente y fuerte como el plástico a base de petróleo y se puede compostar en instalaciones municipales o industriales gestionadas activamente, que puede no estar disponible en su área. ",,,,,g,,87.64,true,,,active
tapa-deli-redondo-compostables-pla,,,,,,,,,8/12/16/24/32,,,1000 pzs.,,,,,015PLA,4000.0,shopify,deny,manual,2278.59,,true,false,,,,,,,,,, | Mayoreo México - Xicopack,Compre  hecho de Biodegradable. Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo México. ¡Mayoreo aquí!,,,,,,,,,,,,,,,,,,kg,,1752.76,,,,
deli-redondo-compostables-pla,Deli redondo compostable - PLA,"<p>Presenta tus alimentos con la máxima frescura y compromiso ambiental. Nuestros <strong>Contenedores Deli Compostables de PLA</strong> son la alternativa ecológica perfecta para ensaladas, cortes de fruta, postres y alimentos preparados que requieren una visibilidad total y un sellado seguro.</p><p>Fabricados con resina de origen vegetal, estos contenedores ofrecen la misma resistencia y claridad que el plástico convencional, pero son totalmente biodegradables en compostaje industrial. Ideales para el sector gourmet y negocios B2B en **Baja California Sur**.</p><h3>Especificaciones Técnicas:</h3><ul>
<li>
<strong>Material:</strong> PLA (Ácido Poliláctico) 100% compostable.</li>
<li>
<strong>Temperatura:</strong> Uso exclusivo para alimentos fríos (hasta 40°C).</li>
<li>
<strong>Sostenibilidad:</strong> Producto certificado BPI y libre de BPA.</li>
</ul>",xicopack,Business & Industrial > Food Service > Disposable Tableware > Disposable Plates,Deli redondo,"Comida p/llevar, Contenedores, Deli, PLA",true,Capacidad,8 oz (266 ml),,Cantidad,50 pzs.,,,,,010PLAP,200.0,shopify,deny,manual,205.19,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0666/4382/0842/products/IMG_0312.heic?v=1668035974,1,,false,Deli redondo compostable | Mayoreo México - Xicopack,Compre Deli redondo compostable hecho de PLA (Fécula de Maíz). Producto eco-friendly de alta resistencia ideal para restaurantes y HORECA. Envíos a todo...,,,,,,,,,,,,"Rango de Temperatura: 40°F / 4° C a 105°F / 40°C
Mantener lejos de cualquier fuente de calor
Almacenar en lugares secos y lejos de los rayos del sol.
","Fabricado con PLA (Polylactic Acid) 

El PLA está hecho de ácido láctico. El ácido láctico se obtiene a partir de la dextrosa por fermentación. La dextrosa está hecha de almidón, y el almidón se produce a partir de fuentes vegetales renovables anualmente, como el maíz. 

El PLA es transparente y fuerte como el plástico a base de petróleo y se puede compostar en instalaciones municipales o industriales gestionadas activamente, que puede no estar disponible en su área. ",,,,,g,,130.44,true,,,active
